name,ibge_code,state,capital,category_number,label_name,latitude,longitude
Campestre,2701357,AL,Campestre,5,Campestre,-8.84837535315291,-35.5667177264544
Campo Alegre,2701407,AL,Campo Alegre,5,Campo Alegre,-9.78341603898408,-36.352434752197
Campo Grande,2701506,AL,Campo Grande,5,Campo Grande,-9.95692260332019,-36.7908400521347
Canapi,2701605,AL,Canapi,5,Canapi,-9.11738029758643,-37.6056471506351
Capela,2701704,AL,Capela,5,Capela,-9.4129315555221,-36.0750084923936
"Santa Efigenia Capela ",2701704,AL,Capela,10,Santa Efigênia,-9.4129315555221,-36.0750084923936
Carneiros,2701803,AL,Carneiros,5,Carneiros,-9.48067972087814,-37.3747504206165
Chã Preta,2701902,AL,Chã Preta,5,Chã Preta,-9.26142245940566,-36.2993814518778
Coité do Nóia,2702009,AL,Coité do Nóia,5,Coité do Nóia,-9.63848727077993,-36.5796842002285
Colônia Leopoldina,2702108,AL,Colônia Leopoldina,5,Colônia Leopoldina,-8.91268826995015,-35.7197808593936
Coqueiro Seco,2702207,AL,Coqueiro Seco,5,Coqueiro Seco,-9.63755427096993,-35.795363001733
Coruripe,2702306,AL,Coruripe,5,Coruripe,-10.1265472503749,-36.1760783105118
"Poxim Coruripe ",2702306,AL,Coruripe,10,Poxim,-10.1265472503749,-36.1760783105118
Craibas,2702355,AL,Craíbas,5,Craíbas,-9.61993379738632,-36.7723914019128
Delmiro Gouveia,2702405,AL,Delmiro Gouveia,5,Delmiro Gouveia,-9.38457444694075,-37.9992334861769
Dois Riachos,2702504,AL,Dois Riachos,5,Dois Riachos,-9.38567081154627,-37.0898496479493
Estrela de Alagoas,2702553,AL,Estrela de Alagoas,5,Estrela de Alagoas,-9.38740530657934,-36.7583331109668
Feira Grande,2702603,AL,Feira Grande,5,Feira Grande,-9.90043719889156,-36.6776855005338
Feliz Deserto,2702702,AL,Feliz Deserto,5,Feliz Deserto,-10.2923806198663,-36.3071875176995
Flexeiras,2702801,AL,Flexeiras,5,Flexeiras,-9.27323546004541,-35.7243716385672
Girau do Ponciano,2702900,AL,Girau do Ponciano,5,Girau do Ponciano,-9.8873641521582,-36.8303139029901
Ibateguara,2703007,AL,Ibateguara,5,Ibateguara,-8.97698521760536,-35.9311844564205
Igaci,2703106,AL,Igaci,5,Igaci,-9.53368865946465,-36.62815971645
Igreja Nova,2703205,AL,Igreja Nova,5,Igreja Nova,-10.1292988371728,-36.653345012518
Inhapi,2703304,AL,Inhapi,5,Inhapi,-9.22389877333184,-37.752636521046
Jacare dos Homens,2703403,AL,Jacaré dos Homens,5,Jacaré dos Homens,-9.63665882831559,-37.2078334090177
Jacuipe,2703502,AL,Jacuípe,5,Jacuípe,-8.84030050756405,-35.4609975081236
Japaratinga,2703601,AL,Japaratinga,5,Japaratinga,-9.08897435434458,-35.2586583540313
Jaramataia,2703700,AL,Jaramataia,5,Jaramataia,-9.65835193876392,-37.0035959132308
Jequia da Praia,2703759,AL,Jequiá da Praia,5,Jequiá da Praia,-10.0095918935695,-36.0273340429838
Joaquim Gomes,2703809,AL,Joaquim Gomes,5,Joaquim Gomes,-9.13597914629409,-35.749030258912
Jundia,2703908,AL,Jundiá,5,Jundiá,-8.93887675416228,-35.5555972975355
Junqueiro,2704005,AL,Junqueiro,5,Junqueiro,-9.93161038974245,-36.4715218222232
Lagoa da Canoa,2704104,AL,Lagoa da Canoa,5,Lagoa da Canoa,-9.83087565650446,-36.7357892600018
Limoeiro de Anadia,2704203,AL,Limoeiro de Anadia,5,Limoeiro de Anadia,-9.73861316781449,-36.5038970865
Maceió,2704302,AL,Maceió,5,Maceió,1058,
Major Isidoro,2704401,AL,Major Isidoro,5,Major Isidoro,-9.52664406793994,-36.9847996142241
"Riacho do Sertão Major Isidoro ",2704401,AL,Major Isidoro,10,Riacho do Sertão,-9.52664406793994,-36.9847996142241
Mar Vermelho,2704906,AL,Mar Vermelho,5,Mar Vermelho,-9.44777264348944,-36.3850400240272
Maragogi,2704500,AL,Maragogi,5,Maragogi,-9.0154564858241,-35.2230154091319
"Barra Grande Maragogi ",2704500,AL,Maragogi,10,Barra Grande,-9.0154564858241,-35.2230154091319
Maravilha,2704609,AL,Maravilha,5,Maravilha,-9.23399706335314,-37.3566354220481
Marechal Deodoro,2704708,AL,Marechal Deodoro,5,Marechal Deodoro,-9.73915570244381,-35.8930686988453
Maribondo,2704807,AL,Maribondo,5,Maribondo,-9.57724995600836,-36.3066028985381
Mata Grande,2705002,AL,Mata Grande,5,Mata Grande,-9.11480625764182,-37.7252240648916
Matriz de Camaragibe,2705101,AL,Matriz de Camaragibe,5,Matriz de Camaragibe,-9.15852582474625,-35.533554829803
Messias,2705200,AL,Messias,5,Messias,-9.39181222510958,-35.840378300501
Minador do Negrao,2705309,AL,Minador do Negrão,5,Minador do Negrão,-9.30368326063751,-36.864915772472
Monteiropolis,2705408,AL,Monteirópolis,5,Monteirópolis,-9.60232753886744,-37.2452720989471
Murici,2705507,AL,Murici,5,Murici,-9.31630114434686,-35.947555585677
Novo Lino,2705606,AL,Novo Lino,5,Novo Lino,-8.94315880807644,-35.6609637180966
Olho d Agua das Flores,2705705,AL,Olho d'Água das Flores,5,Olho d'Água das Flores,-9.532207999999999,-37.2947534
Olho d Agua do Casado,2705804,AL,Olho d'Água do Casado,5,Olho d'Água do Casado,-9.503997499999999,-37.830415
Olho d Agua Grande,2705903,AL,Olho d'Água Grande,5,Olho d'Água Grande,-10.0575967,-36.8104155
Olivenca,2706000,AL,Olivença,5,Olivença,-9.51945648335504,-37.1908187180627
Ouro Branco,2706109,AL,Ouro Branco,5,Ouro Branco,-9.163415364026,-37.3544437290231
Palestina,2706208,AL,Palestina,5,Palestina,-20.3905874702698,-49.4337823999184
Palmeira dos Indios,2706307,AL,Palmeira dos Índios,5,Palmeira dos Índios,-9.4061587984201,-36.6309840973114
"Caldeiroes de Cima Palmeira dos Indios ",2706307,AL,Palmeira dos Índios,10,Caldeirões de Cima,-9.4061587984201,-36.6309840973114
"Canafistula Palmeira dos Indios ",2706307,AL,Palmeira dos Índios,15,Canafístula,-9.4061587984201,-36.6309840973114
Pao de Acucar,2706406,AL,Pão de Açúcar,5,Pão de Açúcar,-9.74704185025694,-37.435138856573
"Limoeiro Pao de Acucar ",2706406,AL,Pão de Açúcar,10,Limoeiro,-9.74704185025694,-37.435138856573
Pariconha,2706422,AL,Pariconha,5,Pariconha,-9.25788438518493,-38.0098260716315
Paripueira,2706448,AL,Paripueira,5,Paripueira,-9.46631347833536,-35.5591051843043
Passo de Camaragibe,2706505,AL,Passo de Camaragibe,5,Passo de Camaragibe,-9.24484665799731,-35.4912752632186
Paulo Jacinto,2706604,AL,Paulo Jacinto,5,Paulo Jacinto,-9.3733643824119,-36.3727420945597
Penedo,2706703,AL,Penedo,5,Penedo,-10.2961102979024,-36.5804602140903
Piacabucu,2706802,AL,Piaçabuçu,5,Piaçabuçu,-10.4073624263407,-36.4343520081112
Pilar,2706901,AL,Pilar,5,Pilar,-9.60689429266684,-35.9485175199678
Pindoba,2707008,AL,Pindoba,5,Pindoba,-9.47621079980144,-36.2865406443458
Piranhas,2707107,AL,Piranhas,5,Piranhas,-9.62355920030328,-37.7503929130592
"Entremontes Piranhas ",2707107,AL,Piranhas,10,Entremontes,-9.62355920030328,-37.7503929130592
Poco das Trincheiras,2707206,AL,Poço das Trincheiras,5,Poço das Trincheiras,-9.30291365540457,-37.2792980528473
Porto Calvo,2707305,AL,Porto Calvo,5,Porto Calvo,-9.05244831413658,-35.3983344556037
Porto de Pedras,2707404,AL,Porto de Pedras,5,Porto de Pedras,-9.15608616311578,-35.2970152177328
"Tatuamunha Porto de Pedras ",2707404,AL,Porto de Pedras,10,Tatuamunha,-9.15608616311578,-35.2970152177328
Porto Real do Colegio,2707503,AL,Porto Real do Colégio,5,Porto Real do Colégio,-10.1737325641911,-36.8246292915239
Quebrangulo,2707602,AL,Quebrangulo,5,Quebrangulo,-9.32354705536581,-36.4772220766618
Rio Largo,2707701,AL,Rio Largo,5,Rio Largo,-9.48615760833584,-35.8524223085924
Roteiro,2707800,AL,Roteiro,5,Roteiro,-9.83218949018835,-35.9812102213933
Santa Luzia do Norte,2707909,AL,Santa Luzia do Norte,5,Santa Luzia do Norte,-9.59676774166949,-35.8234877698639
Santana do Ipanema,2708006,AL,Santana do Ipanema,5,Santana do Ipanema,-9.3722843627404,-37.2454070203705
Santana do Mundau,2708105,AL,Santana do Mundaú,5,Santana do Mundaú,-9.16503322076224,-36.2252341170425
"Munguba Santana do Mundau ",2708105,AL,Santana do Mundaú,10,Munguba,-9.16503322076224,-36.2252341170425
São Bras,2708204,AL,São Brás,5,São Brás,-10.1203099965729,-36.8989486552451
São José da Laje,2708303,AL,São José da Laje,5,São José da Laje,-9.01106588188022,-36.0573877321467
São José da Tapera,2708402,AL,São José da Tapera,5,São José da Tapera,-9.54939574043675,-37.3837077656992
São Luís do Quitunde,2708501,AL,São Luís do Quitunde,5,São Luís do Quitunde,-9.31411736924134,-35.5654908365835
São Miguel dos Campos,2708600,AL,São Miguel dos Campos,5,São Miguel dos Campos,-9.77993457613103,-36.0942642743776
São Miguel dos Milagres,2708709,AL,São Miguel dos Milagres,5,São Miguel dos Milagres,-9.26718629500207,-35.3691193336324
São Sebastião,2708808,AL,São Sebastião,5,São Sebastião,-9.93165738892367,-36.5510919020052
Satuba,2708907,AL,Satuba,5,Satuba,-9.56942786775773,-35.8285402270771
Senador Rui Palmeira,2708956,AL,Senador Rui Palmeira,5,Senador Rui Palmeira,-9.46339144898312,-37.4536462478126
Tanque d Arca,2709004,AL,Tanque d'Arca,5,Tanque d'Arca,-9.5349944,-36.4328486
Taquarana,2709103,AL,Taquarana,5,Taquarana,-9.64232010538379,-36.4967676919619
Teotonio Vilela,2709152,AL,Teotônio Vilela,5,Teotônio Vilela,-9.90749788301098,-36.3555631422205
Traipu,2709202,AL,Traipu,5,Traipu,-9.97105938200651,-37.0060056722452
Uniao dos Palmares,2709301,AL,União dos Palmares,5,União dos Palmares,-9.159524116522,-36.0331428428074
"Rocha Cavalcante Uniao dos Palmares ",2709301,AL,União dos Palmares,10,Rocha Cavalcante,-9.159524116522,-36.0331428428074
Vicosa,2709400,AL,Viçosa,5,Viçosa,-9.37705435448976,-36.2483932029197
"Anel Vicosa ",2709400,AL,Viçosa,10,Anel,-9.37705435448976,-36.2483932029197
Alvaraes,1300029,AM,Alvarães,5,Alvarães,-3.21658376906639,-64.8135346775686
Amatura,1300060,AM,Amaturá,5,Amaturá,-3.36680518750561,-68.2096146409404
Anama,1300086,AM,Anamã,5,Anamã,-3.57637042689027,-61.4059034797501
Anori,1300102,AM,Anori,5,Anori,-3.74538558611889,-61.6589553828779
Apui,1300144,AM,Apuí,5,Apuí,-7.1978701516076,-59.8856661047188
Atalaia do Norte,1300201,AM,Atalaia do Norte,5,Atalaia do Norte,-4.36615748971603,-70.1879892845226
Autazes,1300300,AM,Autazes,5,Autazes,-3.57866364177127,-59.1335670918168
"Murutinga Autazes ",1300300,AM,Autazes,10,Murutinga,-3.57866364177127,-59.1335670918168
Barcelos,1300409,AM,Barcelos,5,Barcelos,-0.972801052532191,-62.9256696581026
Barreirinha,1300508,AM,Barreirinha,5,Barreirinha,-2.7981498369298,-57.0677504898938
"Ariau Barreirinha ",1300508,AM,Barreirinha,10,Ariaú,-2.7981498369298,-57.0677504898938
"Cameta Barreirinha ",1300508,AM,Barreirinha,12,Cametá,-2.7981498369298,-57.0677504898938
"Freguesia do Andira Barreirinha ",1300508,AM,Barreirinha,15,Freguesia do Andirá,-2.7981498369298,-57.0677504898938
"Pedras Barreirinha ",1300508,AM,Barreirinha,20,Pedras,-2.7981498369298,-57.0677504898938
Benjamin Constant,1300607,AM,Benjamin Constant,5,Benjamin Constant,-4.37498901860391,-70.0273484332765
Beruri,1300631,AM,Beruri,5,Beruri,-3.89451340981806,-61.3715708916659
Boa Vista do Ramos,1300680,AM,Boa Vista do Ramos,5,Boa Vista do Ramos,-2.97172653158936,-57.5877073464737
"Lago Preto Boa Vista do Ramos ",1300680,AM,Boa Vista do Ramos,10,Lago Preto,-2.97172653158936,-57.5877073464737
"Massauari Boa Vista do Ramos ",1300680,AM,Boa Vista do Ramos,15,Massauari,-2.97172653158936,-57.5877073464737
Boca do Acre,1300706,AM,Boca do Acre,5,Boca do Acre,-8.75124319609379,-67.3995777566805
"Floriano Peixoto Boca do Acre ",1300706,AM,Boca do Acre,10,Floriano Peixoto,-8.75124319609379,-67.3995777566805
Borba,1300805,AM,Borba,5,Borba,-4.39061989147273,-59.5945590194969
Caapiranga,1300839,AM,Caapiranga,5,Caapiranga,-3.3300933919416,-61.2113341331817
Canutama,1300904,AM,Canutama,5,Canutama,-6.52910607582614,-64.3942308189288
Carauari,1301001,AM,Carauari,5,Carauari,-4.88166590420413,-66.8966352816837
Careiro,1301100,AM,Careiro,5,Careiro,-3.82244727004599,-60.3638098437089
Careiro da Varzea,1301159,AM,Careiro da Várzea,5,Careiro da Várzea,-3.1973965948696,-59.8263140608339
Coari,1301209,AM,Coari,5,Coari,-4.08421915877588,-63.1421839840562
Codajas,1301308,AM,Codajás,5,Codajás,-3.84304593273892,-62.0634296604883
Badajos Codajas,1301308,AM,Codajás,10,Badajos,-3.84304593273892,-62.0634296604883
Eirunepe,1301407,AM,Eirunepé,5,Eirunepé,-6.66735256685182,-69.8662902624416
Envira,1301506,AM,Envira,5,Envira,-7.43981754396838,-70.0304125429825
Fonte Boa,1301605,AM,Fonte Boa,5,Fonte Boa,-2.51227068454779,-66.0965029898347
Guajara,1301654,AM,Guajará,5,Guajará,-7.5477744148336,-72.5824305383396
Humaita,1301704,AM,Humaitá,5,Humaitá,-7.51222495061139,-63.0266980219283
Ipixuna,1301803,AM,Ipixuna,5,Ipixuna,-7.05098011443721,-71.6944180603084
Iranduba,1301852,AM,Iranduba,5,Iranduba,-3.2810538776069,-60.1933881661307
"Ariau Iranduba ",1301852,AM,Iranduba,10,Ariaú,-3.2810538776069,-60.1933881661307
"Cacau Pirera Iranduba ",1301852,AM,Iranduba,15,Cacau Pirêra,-3.2810538776069,-60.1933881661307
"Lago do Limao Iranduba ",1301852,AM,Iranduba,20,Lago do Limão,-3.2810538776069,-60.1933881661307
"Paricatuba Iranduba ",1301852,AM,Iranduba,25,Paricatuba,-3.2810538776069,-60.1933881661307
Itacoatiara,1301902,AM,Itacoatiara,5,Itacoatiara,-3.14037880391635,-58.4401754367571
Amatari Itacoatiara,1301902,AM,Itacoatiara,10,Amatari,-3.14037880391635,-58.4401754367571
Itamarati,1301951,AM,Itamarati,5,Itamarati,-6.43779934861918,-68.2479174359782
Itapiranga,1302009,AM,Itapiranga,5,Itapiranga,-2.74184275232884,-58.0345458839662
Japura,1302108,AM,Japurá,5,Japurá,-1.880844858703,-66.9969034946413
Jurua,1302207,AM,Juruá,5,Juruá,-3.47488959889068,-66.0630419255434
Jutai,1302306,AM,Jutaí,5,Jutaí,-2.74464644685786,-66.7713275466878
Labrea,1302405,AM,Lábrea,5,Lábrea,-7.26194655332705,-64.79477302752
Manacapuru,1302504,AM,Manacapuru,5,Manacapuru,-3.29827803546755,-60.6205894458706
Manaquiri,1302553,AM,Manaquiri,5,Manaquiri,-3.42907966935262,-60.4588813063745
Manaus,1302603,AM,Manaus,5,Manaus,1058,
Manicore,1302702,AM,Manicoré,5,Manicoré,-5.81320526118813,-61.2992484088508
Maraa,1302801,AM,Maraã,5,Maraã,-1.86643687730125,-65.5742837031641
Maues,1302900,AM,Maués,5,Maués,-3.38642792621106,-57.7150343867525
"Osorio da Fonseca Maues ",1302900,AM,Maués,10,Osório da Fonseca,-3.38642792621106,-57.7150343867525
"Repartimento Maues ",1302900,AM,Maués,15,Repartimento,-3.38642792621106,-57.7150343867525
Nhamunda,1303007,AM,Nhamundá,5,Nhamundá,-2.1889837668969,-56.7167699133376
Nova Olinda do Norte,1303106,AM,Nova Olinda do Norte,5,Nova Olinda do Norte,-3.88759283191138,-59.0930740260433
Novo Airao,1303205,AM,Novo Airão,5,Novo Airão,-2.62343245902763,-60.948810707829
Novo Aripuana,1303304,AM,Novo Aripuanã,5,Novo Aripuanã,-5.12266931419617,-60.3770456690009
Parintins,1303403,AM,Parintins,5,Parintins,-2.62705258583723,-56.7362921451951
"Mocambo Parintins ",1303403,AM,Parintins,10,Mocambo,-2.62705258583723,-56.7362921451951
Pauini,1303502,AM,Pauini,5,Pauini,-7.71404364432219,-67.0020974885282
Presidente Figueiredo,1303536,AM,Presidente Figueiredo,5,Presidente Figueiredo,-2.058429085233,-60.0256468344675
Balbina Presidente Figueiredo,1303536,AM,Presidente Figueiredo,10,Balbina,-2.058429085233,-60.0256468344675
Rio Preto da Eva,1303569,AM,Rio Preto da Eva,5,Rio Preto da Eva,-2.6933015416451,-59.704738094199
Santa Isabel do Rio Negro,1303601,AM,Santa Isabel do Rio Negro,5,Santa Isabel do Rio Negro,-0.416694831881864,-65.020022639512
Santo Antônio do Ica,1303700,AM,Santo Antônio do Içá,5,Santo Antônio do Içá,-3.10748630918151,-67.9464851438841
São Gabriel da Cachoeira,1303809,AM,São Gabriel da Cachoeira,5,São Gabriel da Cachoeira,-0.136462788116522,-67.0836428963463
"Cucui São Gabriel da Cachoeira ",1303809,AM,São Gabriel da Cachoeira,12,Cucui,-0.136462788116522,-67.0836428963463
"Icana São Gabriel da Cachoeira ",1303809,AM,São Gabriel da Cachoeira,15,Içana,-0.136462788116522,-67.0836428963463
"São Felipe São Gabriel da Cachoeira ",1303809,AM,São Gabriel da Cachoeira,20,São Felipe,-0.136462788116522,-67.0836428963463
São Paulo de Olivenca,1303908,AM,São Paulo de Olivença,5,São Paulo de Olivença,-3.46650962349132,-68.9448534881358
"Santa Rita São Paulo de Olivenca ",1303908,AM,São Paulo de Olivença,15,Santa Rita,-3.46650962349132,-68.9448534881358
São Sebastião do Uatuma,1303957,AM,São Sebastião do Uatumã,5,São Sebastião do Uatumã,-2.57015257967785,-57.8703463558346
Silves,1304005,AM,Silves,5,Silves,-2.83642742966584,-58.2148008608269
Tabatinga,1304062,AM,Tabatinga,5,Tabatinga,-4.23188367564665,-69.9462443752272
Tapaua,1304104,AM,Tapauá,5,Tapauá,-5.62422351778794,-63.1870948671802
Tefé,1304203,AM,Tefé,5,Tefé,-3.34837249394151,-64.7084196633027
Tonantins,1304237,AM,Tonantins,5,Tonantins,-2.86109124983543,-67.7764822806952
Uarini,1304260,AM,Uarini,5,Uarini,-2.9836092426921,-65.1553456401554
Urucara,1304302,AM,Urucará,5,Urucará,-2.53661167184038,-57.7598281745956
Urucurituba,1304401,AM,Urucurituba,5,Urucurituba,-3.1346331156473,-58.1596410413098
"Augusto Montenegro Urucurituba ",1304401,AM,Urucurituba,10,Augusto Montenegro,-3.1346331156473,-58.1596410413098
Amapa,1600105,AP,Amapá,5,Amapá,2.05392124468205,-50.7932144702699
"Sucuriju Amapa ",1600105,AP,Amapá,15,Sucuriju,2.05392124468205,-50.7932144702699
Calcoene,1600204,AP,Calçoene,5,Calçoene,2.49655904456698,-50.9447727342665
"Cunani Calcoene ",1600204,AP,Calçoene,10,Cunani,2.49655904456698,-50.9447727342665
"Lourenço Calcoene ",1600204,AP,Calçoene,15,Lourenço,2.49655904456698,-50.9447727342665
Cutias,1600212,AP,Cutias,5,Cutias,0.97107805541715,-50.8016260298776
Ferreira Gomes,1600238,AP,Ferreira Gomes,5,Ferreira Gomes,0.853977393142956,-51.1874290460046
Itaubal,1600253,AP,Itaubal,5,Itaubal,0.600653288304609,-50.7001794374183
Laranjal do Jari,1600279,AP,Laranjal do Jari,5,Laranjal do Jari,-0.8556645,-52.5390207369393
"Carapanantuba Macapa ",1600303,AP,Macapá,11,Carapanantuba,0.035368,-51.064789
"Fazendinha Macapa ",1600303,AP,Macapá,12,Fazendinha,-0.0317035,-51.127931
"São Joaquim do Pacui Macapa ",1600303,AP,Macapá,24,São Joaquim do Pacuí,0.8136692999999999,-50.7449673
Macapá,1600303,AP,Macapá,5,Macapá,1058,
Bailique Macapa,1600303,AP,Macapá,10,Bailique,0.8674337999999999,-50.0578754
Mazagao,1600402,AP,Mazagão,5,Mazagão,-0.124396328821101,-51.2860768561013
"Carvao Mazagao ",1600402,AP,Mazagão,8,Carvão,-0.124396328821101,-51.2860768561013
"Mazagao Velho Mazagao ",1600402,AP,Mazagão,15,Mazagão Velho,-0.124396328821101,-51.2860768561013
Oiapoque,1600501,AP,Oiapoque,5,Oiapoque,3.85113073255929,-51.8305525552731
"Clevelandia do Norte Oiapoque ",1600501,AP,Oiapoque,10,Clevelândia do Norte,3.85113073255929,-51.8305525552731
"Vila Velha Oiapoque ",1600501,AP,Oiapoque,15,Vila Velha,3.85113073255929,-51.8305525552731
Pedra Branca do Amapari,1600154,AP,Pedra Branca do Amapari,5,Pedra Branca do Amapari,-5.4546855,-39.7139376447036
Porto Grande,1600535,AP,Porto Grande,5,Porto Grande,0.712554701824323,-51.4144488229915
Pracuuba,1600550,AP,Pracuúba,5,Pracuúba,1.74250848707834,-50.7842537212883
Santana,1600600,AP,Santana,5,Santana,-0.0383734790956603,-51.1728464650687
"Anauerapucu Santana ",1600600,AP,Santana,7,Anauerapucu,-0.0383734790956603,-51.1728464650687
"Igarape do Lago Santana ",1600600,AP,Santana,10,Igarapé do Lago,-0.0383734790956603,-51.1728464650687
"Ilha de Santana Santana ",1600600,AP,Santana,15,Ilha de Santana,-0.0383734790956603,-51.1728464650687
"Piacaca Santana ",1600600,AP,Santana,20,Piaçacá,-0.0383734790956603,-51.1728464650687
"Pirativa Santana ",1600600,AP,Santana,23,Pirativa,-0.0383734790956603,-51.1728464650687
Serra do Navio,1600055,AP,Serra do Navio,5,Serra do Navio,0.897841040971924,-52.0035384352918
"Cachaco Serra do Navio ",1600055,AP,Serra do Navio,10,Cachaço,0.897841040971924,-52.0035384352918
Tartarugalzinho,1600709,AP,Tartarugalzinho,5,Tartarugalzinho,1.50984824031107,-50.9127861523142
Vitória do Jari,1600808,AP,Vitória do Jari,5,Vitória do Jari,-0.918977088542799,-52.4196147795718
Abaira,2900108,BA,Abaíra,5,Abaíra,-13.2535318932762,-41.661608480236
"Catoles Abaira ",2900108,BA,Abaíra,10,Catolés,-13.2535318932762,-41.661608480236
Abare,2900207,BA,Abaré,5,Abaré,-8.72341824568634,-39.1165879396428
"Ibo Abare ",2900207,BA,Abaré,10,Ibó,-8.72341824568634,-39.1165879396428
Acajutiba,2900306,BA,Acajutiba,5,Acajutiba,-11.6626128300483,-38.0182863705796
Adustina,2900355,BA,Adustina,5,Adustina,-10.5295715700202,-38.1155058347825
Agua Fria,2900405,BA,Água Fria,5,Água Fria,-11.8729309975791,-38.7680777950043
"Pataiba Agua Fria ",2900405,BA,Água Fria,10,Pataíba,-11.8729309975791,-38.7680777950043
Aiquara,2900603,BA,Aiquara,5,Aiquara,-14.1272774885543,-39.8857780091229
Alagoinhas,2900702,BA,Alagoinhas,5,Alagoinhas,-12.1341825924055,-38.4226157693395
"Boa Uniao Alagoinhas ",2900702,BA,Alagoinhas,15,Boa União,-12.1341825924055,-38.4226157693395
"Riacho da Guia Alagoinhas ",2900702,BA,Alagoinhas,20,Riacho da Guia,-12.1341825924055,-38.4226157693395
Alcobaca,2900801,BA,Alcobaça,5,Alcobaça,-17.5189333438062,-39.1942143206578
"São José Alcobaca ",2900801,BA,Alcobaça,25,São José,-17.5189333438062,-39.1942143206578
Almadina,2900900,BA,Almadina,5,Almadina,-14.7060477475217,-39.6359031752447
Amargosa,2901007,BA,Amargosa,5,Amargosa,-13.0344513621971,-39.5981225034895
